Firm_ID,Year,ESG_Score,Overall_Compliance,final_esg_risk_score,alert_level
MFG0135,2019,65.48666666666666,Non-Compliant,33.908,Low Risk
MFG0021,2022,64.01666666666667,Non-Compliant,34.79,Low Risk
MFG0329,2021,76.52333333333333,Compliant,14.086000000000004,Low Risk
MFG0167,2023,73.45,Non-Compliant,29.13,Low Risk
MFG0274,2019,61.82666666666666,Non-Compliant,36.104000000000006,Low Risk
MFG0388,2020,77.22333333333334,Compliant,13.665999999999993,Low Risk
MFG0089,2020,73.39333333333333,Compliant,15.964,Low Risk
MFG0316,2023,64.83,Non-Compliant,34.302,Low Risk
MFG0014,2019,74.96333333333332,Compliant,15.022000000000006,Low Risk
MFG0242,2022,65.05666666666667,Compliant,20.965999999999998,Low Risk
MFG0265,2021,75.04,Compliant,14.975999999999996,Low Risk
MFG0346,2019,66.37,Non-Compliant,33.378,Low Risk
MFG0053,2020,68.64333333333333,Compliant,18.814,Low Risk
MFG0386,2023,66.45333333333332,Compliant,20.128000000000007,Low Risk
MFG0340,2023,65.13333333333334,Non-Compliant,34.12,Low Risk
MFG0092,2021,68.14,Non-Compliant,32.316,Low Risk
MFG0367,2023,73.19666666666666,Compliant,16.082000000000004,Low Risk
MFG0444,2023,72.82,Compliant,16.308000000000003,Low Risk
MFG0455,2019,72.46666666666665,Non-Compliant,29.720000000000006,Low Risk
MFG0428,2022,70.04666666666667,Compliant,17.971999999999998,Low Risk
MFG0264,2021,63.53666666666666,Non-Compliant,35.078,Low Risk
MFG0431,2019,60.52,Non-Compliant,50.088,Warning
MFG0035,2022,77.44,Compliant,13.536000000000001,Low Risk
MFG0206,2019,74.91333333333334,Compliant,15.051999999999994,Low Risk
MFG0081,2019,71.05,Compliant,17.37,Low Risk
MFG0420,2023,64.12666666666667,Non-Compliant,34.724000000000004,Low Risk
MFG0050,2022,70.5,Compliant,17.7,Low Risk
MFG0360,2021,68.67333333333333,Non-Compliant,31.996000000000002,Low Risk
MFG0388,2021,72.82,Compliant,16.308000000000003,Low Risk
MFG0002,2022,71.39666666666666,Compliant,17.162000000000003,Low Risk
MFG0390,2023,79.26333333333334,Compliant,12.441999999999998,Low Risk
MFG0054,2020,71.25,Non-Compliant,30.450000000000003,Low Risk
MFG0106,2019,76.64999999999999,Compliant,14.010000000000005,Low Risk
MFG0260,2023,65.64333333333333,Non-Compliant,33.814,Low Risk
MFG0310,2022,71.53,Compliant,17.081999999999997,Low Risk
MFG0477,2019,73.34,Compliant,15.995999999999997,Low Risk
MFG0191,2021,80.79,Compliant,11.525999999999996,Low Risk
MFG0402,2020,73.73333333333333,Compliant,15.759999999999998,Low Risk
MFG0218,2021,62.00666666666666,Non-Compliant,35.996,Low Risk
MFG0044,2022,57.723333333333336,Non-Compliant,51.766,Warning
MFG0162,2019,64.33,Non-Compliant,34.602000000000004,Low Risk
MFG0202,2022,61.74666666666667,Non-Compliant,36.152,Low Risk
MFG0446,2019,74.09666666666665,Compliant,15.542000000000009,Low Risk
MFG0484,2023,65.28333333333333,Non-Compliant,34.03,Low Risk
MFG0270,2020,71.03333333333335,Non-Compliant,30.57999999999999,Low Risk
MFG0351,2023,76.38666666666667,Compliant,14.167999999999997,Low Risk
MFG0304,2023,79.95333333333333,Compliant,12.028,Low Risk
MFG0271,2022,61.20666666666667,Non-Compliant,36.476,Low Risk
MFG0456,2020,80.27333333333333,Compliant,11.836000000000004,Low Risk
MFG0462,2019,68.92666666666666,Non-Compliant,31.844,Low Risk
MFG0215,2019,69.59333333333333,Non-Compliant,31.444000000000003,Low Risk
MFG0252,2021,57.18000000000001,Non-Compliant,52.092,Warning
MFG0190,2019,71.41,Compliant,17.154,Low Risk
MFG0296,2022,73.35333333333334,Compliant,15.987999999999996,Low Risk
MFG0213,2023,70.55,Compliant,17.67,Low Risk
MFG0208,2023,71.94,Non-Compliant,30.036,Low Risk
MFG0237,2023,67.27666666666666,Compliant,19.634000000000004,Low Risk
MFG0338,2020,60.45333333333334,Non-Compliant,50.128,Warning
MFG0367,2019,64.48,Compliant,21.311999999999998,Low Risk
MFG0053,2022,77.55,Compliant,13.47,Low Risk
MFG0280,2020,69.25333333333333,Non-Compliant,31.648000000000003,Low Risk
MFG0410,2021,64.36,Non-Compliant,34.584,Low Risk
MFG0217,2022,67.25,Compliant,19.65,Low Risk
MFG0252,2022,76.89,Compliant,13.866,Low Risk
MFG0188,2022,68.45666666666666,Compliant,18.926000000000002,Low Risk
MFG0380,2023,59.47333333333333,Non-Compliant,50.71600000000001,Warning
MFG0493,2022,64.85333333333334,Non-Compliant,34.288,Low Risk
MFG0041,2019,59.66333333333333,Non-Compliant,50.602000000000004,Warning
MFG0157,2022,65.40333333333332,Non-Compliant,33.958000000000006,Low Risk
MFG0015,2023,69.98,Compliant,18.011999999999997,Low Risk
MFG0301,2022,64.55666666666667,Non-Compliant,34.465999999999994,Low Risk
MFG0065,2021,74.47666666666667,Compliant,15.313999999999995,Low Risk
MFG0345,2021,59.46666666666666,Non-Compliant,50.720000000000006,Warning
MFG0327,2023,64.96999999999998,Non-Compliant,34.21800000000001,Low Risk
MFG0009,2019,71.49333333333334,Compliant,17.103999999999996,Low Risk
MFG0344,2019,63.18,Non-Compliant,35.292,Low Risk
MFG0129,2020,59.07,Non-Compliant,50.958,Warning
MFG0492,2023,71.26666666666667,Compliant,17.24,Low Risk
MFG0136,2022,76.60000000000001,Compliant,14.039999999999994,Low Risk
MFG0472,2023,64.58666666666666,Non-Compliant,47.64800000000001,Warning
MFG0063,2020,68.70666666666666,Compliant,18.776,Low Risk
MFG0139,2023,68.79666666666667,Non-Compliant,31.921999999999997,Low Risk
MFG0499,2023,62.01333333333333,Non-Compliant,35.992000000000004,Low Risk
MFG0081,2020,59.080000000000005,Non-Compliant,50.952,Warning
MFG0392,2019,71.58333333333333,Non-Compliant,30.25,Low Risk
MFG0163,2022,83.02,Compliant,10.188000000000002,Low Risk
MFG0419,2020,70.18333333333334,Non-Compliant,31.089999999999996,Low Risk
MFG0289,2021,61.51000000000001,Non-Compliant,36.29399999999999,Low Risk
MFG0379,2019,68.05333333333333,Non-Compliant,32.368,Low Risk
MFG0261,2021,68.78666666666668,Non-Compliant,31.927999999999997,Low Risk
MFG0490,2019,73.31333333333333,Compliant,16.012,Low Risk
MFG0231,2022,57.306666666666665,Non-Compliant,38.816,Low Risk
MFG0041,2022,68.06333333333333,Non-Compliant,32.362,Low Risk
MFG0028,2023,66.54,Non-Compliant,33.275999999999996,Low Risk
MFG0135,2021,68.15333333333332,Compliant,19.108000000000008,Low Risk
MFG0201,2019,58.97333333333333,Non-Compliant,37.816,Low Risk
MFG0328,2022,73.00333333333333,Compliant,16.198,Low Risk
MFG0268,2020,74.05,Compliant,15.57,Low Risk
MFG0418,2022,66.22,Compliant,20.268,Low Risk
MFG0033,2020,62.34333333333333,Non-Compliant,35.794000000000004,Low Risk
MFG0048,2019,73.12333333333333,Non-Compliant,29.326,Low Risk
MFG0407,2022,69.26,Non-Compliant,31.644,Low Risk
MFG0062,2022,66.97666666666667,Non-Compliant,33.013999999999996,Low Risk
MFG0216,2019,64.97333333333334,Non-Compliant,34.215999999999994,Low Risk
MFG0293,2022,60.796666666666674,Non-Compliant,49.922,Warning
MFG0099,2020,55.8,Non-Compliant,52.92,Warning
MFG0172,2022,69.67333333333333,Compliant,18.196,Low Risk
MFG0360,2021,73.61333333333333,Compliant,15.832,Low Risk
MFG0214,2023,67.46,Compliant,19.524000000000004,Low Risk
MFG0475,2020,68.06,Compliant,19.163999999999998,Low Risk
MFG0035,2021,68.94666666666667,Non-Compliant,31.831999999999994,Low Risk
MFG0449,2019,66.46333333333332,Non-Compliant,33.322,Low Risk
MFG0227,2020,73.78666666666668,Compliant,15.727999999999994,Low Risk
MFG0101,2023,72.97333333333334,Compliant,16.215999999999994,Low Risk
MFG0431,2023,60.28,Non-Compliant,50.232,Warning
MFG0462,2019,74.06666666666666,Compliant,15.560000000000002,Low Risk
MFG0131,2019,76.17333333333333,Compliant,14.296000000000001,Low Risk
MFG0257,2020,71.49666666666667,Compliant,17.101999999999997,Low Risk
MFG0005,2022,60.43333333333333,Non-Compliant,36.940000000000005,Low Risk
MFG0218,2019,63.27666666666667,Non-Compliant,48.434,Warning
MFG0255,2022,72.60333333333334,Compliant,16.437999999999995,Low Risk
MFG0398,2021,68.36333333333333,Non-Compliant,32.182,Low Risk
MFG0359,2023,69.17,Non-Compliant,31.698,Low Risk
MFG0283,2022,73.44666666666667,Compliant,15.931999999999995,Low Risk
MFG0393,2023,55.88666666666666,Non-Compliant,66.068,Warning
MFG0207,2022,74.62333333333333,Compliant,15.225999999999999,Low Risk
MFG0015,2021,73.83333333333333,Compliant,15.700000000000003,Low Risk
MFG0346,2019,60.15666666666667,Non-Compliant,37.105999999999995,Low Risk
MFG0042,2021,71.97666666666667,Compliant,16.813999999999997,Low Risk
MFG0380,2019,70.39333333333333,Compliant,17.764,Low Risk
MFG0461,2019,69.49666666666667,Non-Compliant,31.501999999999995,Low Risk
MFG0179,2023,72.19333333333333,Compliant,16.684,Low Risk
MFG0063,2021,74.27666666666667,Compliant,15.433999999999997,Low Risk
MFG0352,2022,70.15333333333334,Compliant,17.907999999999998,Low Risk
MFG0231,2021,64.12,Non-Compliant,34.727999999999994,Low Risk
MFG0241,2023,64.13333333333333,Non-Compliant,34.720000000000006,Low Risk
MFG0052,2019,64.98,Non-Compliant,34.211999999999996,Low Risk
MFG0096,2023,65.21666666666667,Non-Compliant,34.07,Low Risk
MFG0388,2020,67.27666666666666,Compliant,19.634000000000004,Low Risk
MFG0222,2020,56.70666666666667,Non-Compliant,52.376,Warning
MFG0485,2022,73.05,Compliant,16.17,Low Risk
MFG0407,2023,82.08333333333333,Compliant,10.750000000000002,Low Risk
MFG0231,2022,63.97666666666667,Non-Compliant,34.814,Low Risk
MFG0237,2022,66.14666666666666,Compliant,20.312,Low Risk
MFG0143,2020,70.41000000000001,Non-Compliant,30.953999999999994,Low Risk
MFG0171,2022,56.55,Non-Compliant,39.27,Low Risk
MFG0029,2020,55.76333333333333,Non-Compliant,52.94200000000001,Warning
MFG0036,2019,69.72,Non-Compliant,31.368000000000002,Low Risk
MFG0013,2023,64.50333333333333,Non-Compliant,34.498000000000005,Low Risk
MFG0160,2022,61.99666666666666,Non-Compliant,49.202000000000005,Warning
MFG0327,2020,65.33333333333333,Non-Compliant,34.0,Low Risk
MFG0187,2021,63.20333333333334,Non-Compliant,48.477999999999994,Warning
MFG0243,2022,70.61333333333334,Compliant,17.631999999999994,Low Risk
MFG0086,2019,81.35666666666667,Compliant,11.185999999999998,Low Risk
MFG0284,2019,82.25999999999999,Compliant,10.644000000000005,Low Risk
MFG0066,2021,69.66333333333334,Non-Compliant,31.401999999999994,Low Risk
MFG0170,2020,71.70333333333333,Compliant,16.977999999999998,Low Risk
MFG0045,2022,63.03666666666666,Non-Compliant,35.378,Low Risk
MFG0062,2020,56.173333333333325,Non-Compliant,52.696000000000005,Warning
MFG0441,2019,68.68,Non-Compliant,31.991999999999997,Low Risk
MFG0134,2020,72.21666666666667,Compliant,16.669999999999998,Low Risk
MFG0284,2019,69.05,Non-Compliant,31.770000000000003,Low Risk
MFG0028,2020,66.34666666666668,Non-Compliant,33.391999999999996,Low Risk
MFG0108,2021,71.23,Compliant,17.261999999999997,Low Risk
MFG0044,2023,68.28,Compliant,19.032,Low Risk
MFG0340,2021,67.10333333333334,Non-Compliant,32.937999999999995,Low Risk
MFG0286,2021,66.93333333333334,Compliant,19.839999999999996,Low Risk
MFG0446,2023,79.19,Compliant,12.486,Low Risk
MFG0331,2023,67.06,Compliant,19.764,Low Risk
MFG0128,2022,71.45666666666666,Non-Compliant,30.326,Low Risk
MFG0348,2022,72.46333333333332,Compliant,16.522000000000006,Low Risk
MFG0473,2021,67.96333333333334,Compliant,19.221999999999998,Low Risk
MFG0231,2021,71.85666666666667,Compliant,16.886,Low Risk
MFG0190,2019,63.65,Non-Compliant,35.01,Low Risk
MFG0225,2019,77.7,Compliant,13.379999999999997,Low Risk
MFG0385,2022,68.13,Compliant,19.122000000000003,Low Risk
MFG0377,2022,84.46333333333334,Compliant,9.321999999999997,Low Risk
MFG0283,2019,76.19666666666667,Compliant,14.281999999999996,Low Risk
MFG0446,2019,67.41666666666667,Non-Compliant,32.75,Low Risk
MFG0121,2020,74.21,Compliant,15.474000000000004,Low Risk
MFG0116,2020,67.58,Non-Compliant,32.652,Low Risk
MFG0461,2019,61.203333333333326,Non-Compliant,49.678000000000004,Warning
MFG0233,2020,63.85,Non-Compliant,34.89,Low Risk
MFG0259,2023,65.91333333333334,Non-Compliant,33.651999999999994,Low Risk
MFG0359,2022,73.81,Compliant,15.713999999999999,Low Risk
MFG0198,2022,68.08,Compliant,19.152,Low Risk
MFG0456,2019,65.45,Compliant,20.729999999999997,Low Risk
MFG0411,2021,70.77666666666666,Non-Compliant,30.73400000000001,Low Risk
MFG0137,2019,77.59,Compliant,13.445999999999998,Low Risk
MFG0318,2020,66.24,Compliant,20.256000000000004,Low Risk
MFG0165,2021,69.81333333333333,Compliant,18.112,Low Risk
MFG0225,2020,62.303333333333335,Compliant,22.618,Low Risk
MFG0307,2023,62.156666666666666,Non-Compliant,35.906,Low Risk
MFG0234,2020,68.17999999999999,Non-Compliant,32.292,Low Risk
MFG0172,2023,58.09,Non-Compliant,38.346,Low Risk
MFG0152,2023,71.66000000000001,Compliant,17.003999999999994,Low Risk
MFG0463,2020,68.87666666666667,Non-Compliant,31.874000000000002,Low Risk
MFG0315,2020,68.09333333333333,Compliant,19.144,Low Risk
MFG0374,2023,66.64999999999999,Non-Compliant,33.21000000000001,Low Risk
MFG0160,2021,63.84666666666666,Non-Compliant,34.892,Low Risk
MFG0096,2023,59.1,Non-Compliant,50.94,Warning
MFG0472,2022,72.46666666666665,Non-Compliant,29.720000000000006,Low Risk
MFG0233,2023,76.70666666666666,Compliant,13.976,Low Risk
MFG0180,2021,74.97,Compliant,15.018,Low Risk
MFG0113,2022,66.2,Non-Compliant,33.48,Low Risk
MFG0318,2019,72.27666666666666,Compliant,16.634000000000004,Low Risk
MFG0497,2019,76.03333333333332,Compliant,14.38000000000001,Low Risk
MFG0442,2021,80.59333333333335,Compliant,11.643999999999991,Low Risk
MFG0052,2023,63.50333333333333,Non-Compliant,35.098,Low Risk
MFG0268,2020,60.120000000000005,Non-Compliant,50.328,Warning
MFG0295,2021,60.59666666666667,Non-Compliant,36.842,Low Risk
MFG0386,2022,59.92,Non-Compliant,37.248,Low Risk
MFG0387,2022,72.75666666666666,Compliant,16.346000000000004,Low Risk
MFG0113,2019,68.22666666666666,Compliant,19.064000000000004,Low Risk
MFG0101,2022,68.49333333333334,Compliant,18.903999999999996,Low Risk
MFG0113,2021,73.98,Compliant,15.611999999999997,Low Risk
MFG0440,2022,66.99333333333334,Compliant,19.803999999999995,Low Risk
MFG0081,2021,65.14666666666666,Compliant,20.912000000000003,Low Risk
MFG0187,2020,72.11666666666667,Compliant,16.729999999999993,Low Risk
MFG0113,2019,62.116666666666674,Non-Compliant,35.92999999999999,Low Risk
MFG0002,2022,65.06666666666666,Compliant,20.96,Low Risk
MFG0130,2021,63.61666666666667,Compliant,21.83,Low Risk
MFG0220,2023,67.73333333333333,Non-Compliant,32.56,Low Risk
MFG0054,2019,69.2,Non-Compliant,31.68,Low Risk
MFG0343,2020,71.69666666666667,Compliant,16.981999999999996,Low Risk
MFG0485,2021,73.00666666666667,Compliant,16.195999999999994,Low Risk
MFG0224,2020,71.47333333333334,Non-Compliant,30.315999999999995,Low Risk
MFG0225,2020,64.30666666666666,Non-Compliant,34.61600000000001,Low Risk
MFG0385,2022,72.82666666666667,Compliant,16.304,Low Risk
MFG0403,2022,55.31666666666666,Non-Compliant,53.21000000000001,Warning
MFG0126,2021,67.61,Non-Compliant,32.634,Low Risk
MFG0130,2023,71.44333333333333,Non-Compliant,30.334000000000003,Low Risk
MFG0053,2021,63.41,Non-Compliant,35.154,Low Risk
MFG0172,2023,63.38999999999999,Non-Compliant,48.36600000000001,Warning
MFG0218,2020,69.06666666666666,Compliant,18.560000000000002,Low Risk
MFG0160,2019,66.80333333333334,Non-Compliant,33.117999999999995,Low Risk
MFG0198,2021,74.36,Non-Compliant,28.584000000000003,Low Risk
MFG0416,2021,64.97000000000001,Non-Compliant,34.21799999999999,Low Risk
MFG0247,2023,76.00666666666667,Compliant,14.395999999999995,Low Risk
MFG0324,2020,65.86666666666667,Compliant,20.479999999999993,Low Risk
MFG0439,2020,59.95333333333334,Non-Compliant,50.428,Warning
MFG0203,2023,75.34,Compliant,14.795999999999998,Low Risk
MFG0184,2020,62.66666666666668,Non-Compliant,48.8,Warning
MFG0123,2022,71.32333333333332,Compliant,17.206000000000007,Low Risk
MFG0401,2019,61.98666666666666,Non-Compliant,36.008,Low Risk
MFG0255,2021,67.31,Non-Compliant,32.814,Low Risk
MFG0294,2019,65.66666666666667,Non-Compliant,33.8,Low Risk
MFG0280,2021,66.43,Non-Compliant,33.342,Low Risk
MFG0325,2022,61.21,Non-Compliant,36.474,Low Risk
MFG0372,2020,72.48333333333333,Compliant,16.509999999999998,Low Risk
MFG0098,2023,63.14666666666667,Compliant,22.112,Low Risk
MFG0198,2022,68.91666666666667,Non-Compliant,31.849999999999994,Low Risk
MFG0470,2019,63.73666666666667,Non-Compliant,48.158,Warning
MFG0395,2023,63.42666666666667,Non-Compliant,35.144,Low Risk
MFG0240,2020,57.42,Non-Compliant,51.948,Warning
MFG0144,2022,70.71,Compliant,17.574,Low Risk
MFG0097,2023,65.13,Non-Compliant,34.122,Low Risk
MFG0201,2022,72.55,Non-Compliant,29.67,Low Risk
MFG0124,2022,65.52666666666666,Non-Compliant,33.88400000000001,Low Risk
MFG0187,2020,64.52333333333333,Non-Compliant,34.486000000000004,Low Risk
MFG0326,2021,72.66333333333334,Compliant,16.401999999999994,Low Risk
MFG0464,2023,74.74333333333333,Compliant,15.154000000000003,Low Risk
MFG0349,2020,67.11333333333333,Compliant,19.732000000000003,Low Risk
MFG0259,2022,64.18666666666667,Compliant,21.488,Low Risk
MFG0148,2020,66.82000000000001,Compliant,19.907999999999994,Low Risk
MFG0252,2021,63.546666666666674,Non-Compliant,35.071999999999996,Low Risk
MFG0443,2023,74.74333333333333,Compliant,15.154000000000003,Low Risk
MFG0420,2021,81.37666666666667,Compliant,11.174000000000001,Low Risk
MFG0403,2019,57.373333333333335,Non-Compliant,38.775999999999996,Low Risk
MFG0346,2023,67.24,Compliant,19.656000000000002,Low Risk
MFG0451,2021,65.71666666666665,Non-Compliant,33.77000000000001,Low Risk
MFG0147,2022,73.50333333333333,Non-Compliant,29.098000000000003,Low Risk
MFG0148,2023,70.77,Compliant,17.538,Low Risk
MFG0352,2023,65.00333333333334,Non-Compliant,47.397999999999996,Warning
MFG0199,2020,68.90333333333334,Compliant,18.657999999999998,Low Risk
MFG0308,2022,76.40333333333334,Compliant,14.157999999999998,Low Risk
MFG0489,2019,70.04333333333334,Compliant,17.973999999999997,Low Risk
MFG0417,2021,62.34333333333333,Non-Compliant,35.794000000000004,Low Risk
MFG0424,2020,60.80333333333334,Non-Compliant,36.717999999999996,Low Risk
MFG0128,2021,66.67999999999999,Non-Compliant,33.19200000000001,Low Risk
MFG0039,2019,75.73,Compliant,14.561999999999998,Low Risk
MFG0338,2019,68.86333333333333,Compliant,18.682000000000002,Low Risk
MFG0360,2023,68.91000000000001,Compliant,18.653999999999993,Low Risk
MFG0129,2019,65.3,Non-Compliant,34.02,Low Risk
MFG0267,2021,67.60333333333334,Compliant,19.437999999999995,Low Risk
MFG0476,2022,55.99666666666667,Non-Compliant,39.602,Low Risk
MFG0441,2022,71.58333333333333,Compliant,17.05,Low Risk
MFG0473,2023,66.68,Compliant,19.991999999999994,Low Risk
MFG0434,2021,63.15,Non-Compliant,35.31,Low Risk
MFG0151,2021,70.61,Compliant,17.634,Low Risk
MFG0415,2019,69.04,Compliant,18.575999999999997,Low Risk
MFG0478,2021,66.81666666666666,Non-Compliant,33.11,Low Risk
MFG0298,2020,70.11333333333333,Non-Compliant,31.132000000000005,Low Risk
MFG0099,2019,65.29333333333334,Non-Compliant,34.024,Low Risk
MFG0263,2020,68.07,Compliant,19.158000000000005,Low Risk
MFG0252,2023,69.02333333333334,Compliant,18.585999999999995,Low Risk
MFG0144,2022,60.86333333333332,Non-Compliant,49.882000000000005,Warning
MFG0346,2023,73.01666666666667,Non-Compliant,29.39,Low Risk
MFG0112,2022,70.82666666666667,Non-Compliant,30.704,Low Risk
MFG0060,2023,70.27,Compliant,17.838,Low Risk
MFG0369,2021,69.65,Compliant,18.209999999999997,Low Risk
MFG0002,2020,55.45666666666667,Non-Compliant,53.126,Warning
MFG0385,2022,61.086666666666666,Non-Compliant,36.548,Low Risk
MFG0304,2019,54.22,Non-Compliant,67.068,Warning
MFG0254,2020,72.30999999999999,Compliant,16.614000000000008,Low Risk
MFG0140,2019,69.25,Non-Compliant,31.65,Low Risk
MFG0453,2020,71.35000000000001,Compliant,17.189999999999994,Low Risk
MFG0037,2020,66.96,Non-Compliant,33.024,Low Risk
MFG0160,2023,66.19,Compliant,20.286,Low Risk
MFG0009,2022,62.06666666666667,Compliant,22.759999999999998,Low Risk
MFG0233,2022,64.74666666666667,Non-Compliant,34.352,Low Risk
MFG0099,2020,69.58333333333333,Compliant,18.250000000000004,Low Risk
MFG0147,2021,63.23,Compliant,22.062,Low Risk
MFG0304,2021,54.64666666666667,Non-Compliant,66.812,Warning
MFG0208,2019,76.94333333333333,Compliant,13.834000000000003,Low Risk
MFG0131,2019,67.89333333333333,Non-Compliant,32.464,Low Risk
MFG0404,2023,64.76333333333334,Non-Compliant,34.342,Low Risk
MFG0152,2020,76.40666666666667,Compliant,14.156,Low Risk
MFG0054,2019,63.370000000000005,Non-Compliant,35.178,Low Risk
MFG0120,2019,78.27,Compliant,13.038000000000002,Low Risk
MFG0161,2020,71.97,Compliant,16.818,Low Risk
MFG0408,2023,70.57000000000001,Compliant,17.657999999999994,Low Risk
MFG0116,2019,74.82666666666667,Compliant,15.104,Low Risk
MFG0075,2023,69.54333333333334,Compliant,18.273999999999997,Low Risk
MFG0113,2022,66.85000000000001,Non-Compliant,33.089999999999996,Low Risk
MFG0456,2023,79.66666666666667,Compliant,12.199999999999998,Low Risk
MFG0420,2021,67.03666666666666,Compliant,19.778000000000002,Low Risk
MFG0422,2021,72.65666666666667,Compliant,16.406,Low Risk
MFG0104,2023,66.12,Compliant,20.327999999999996,Low Risk
MFG0340,2021,65.70666666666666,Non-Compliant,33.776,Low Risk
MFG0254,2022,83.42,Compliant,9.947999999999999,Low Risk
MFG0227,2020,67.28333333333333,Compliant,19.63,Low Risk
MFG0112,2021,79.41666666666667,Compliant,12.349999999999996,Low Risk
MFG0473,2021,64.12333333333333,Non-Compliant,34.726,Low Risk
MFG0099,2023,75.32000000000001,Non-Compliant,28.007999999999996,Low Risk
MFG0153,2022,60.74,Non-Compliant,36.756,Low Risk
MFG0349,2020,66.04,Non-Compliant,33.57599999999999,Low Risk
MFG0402,2023,68.00666666666666,Non-Compliant,45.596000000000004,Warning
MFG0384,2023,71.53666666666666,Compliant,17.078000000000003,Low Risk
MFG0366,2022,74.00666666666667,Compliant,15.595999999999995,Low Risk
MFG0338,2020,75.53333333333335,Compliant,14.679999999999993,Low Risk
MFG0194,2022,67.30333333333333,Compliant,19.618000000000002,Low Risk
MFG0310,2020,76.74,Compliant,13.956000000000003,Low Risk
MFG0163,2022,69.35333333333334,Non-Compliant,31.587999999999994,Low Risk
MFG0208,2023,71.69333333333333,Non-Compliant,30.184000000000005,Low Risk
